VentaID,FechaVenta,Anio,MesNumero,MesNombre,ClienteID,ClienteNombre,SegmentoCliente,IndustriaCliente,ProductoID,ProductoNombre,CategoriaProducto,MarcaProducto,RegionID,RegionNombre,Pais,ResponsableRegionEmail,VendedorID,VendedorNombre,CanalVenta,EstadoPedido,MetodoPago,Cantidad,PrecioUnitario,CostoUnitario,DescuentoPct,ImporteBruto,ImporteDescuento,ImporteNeto,CostoTotal,Margen,FechaCarga
VEN-00168,2026-06-25,2026,6,Junio,C005,Litware Stores,SMB,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Partner,Pendiente,Orden de compra,12,13.70,4.10,0.00,164.40,0.00,164.40,49.20,115.20,2026-08-05
VEN-00169,2026-06-13,2026,6,Junio,C010,Blue Yonder Airlines,Enterprise,travel,P008,Governance Advisory,Consulting,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Online,Completado,Transferencia,8,1250.00,420.00,0.05,10000.00,500.00,9500.00,3360.00,6140.00,2026-08-05
VEN-00170,2026-05-24,2026,5,Mayo,C004,Adventure Works,Corporate,manufacturing,P006,Data Engineering Workshop,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Completado,Orden de compra,5,680.00,180.00,0.15,3400.00,510.00,2890.00,900.00,1990.00,2026-08-05
VEN-00171,2026-06-14,2026,6,Junio,C001,Northwind Retail,Enterprise,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Partner,Cancelado,Tarjeta,7,13.70,4.10,0.15,95.90,14.38,81.51,28.70,52.81,2026-08-05
VEN-00172,2026-03-22,2026,3,Marzo,C010,Blue Yonder Airlines,Enterprise,travel,P007,DP-600 Exam Prep,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Online,Completado,Transferencia,12,420.00,95.00,0.15,5040.00,756.00,4284.00,1140.00,3144.00,2026-08-05
VEN-00173,2026-05-30,2026,5,Mayo,C003,Fabrikam Digital,Corporate,technology,P008,Governance Advisory,Consulting,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V005,Sofia Ramirez,Online,Completado,Tarjeta,7,1250.00,420.00,0.05,8750.00,437.50,8312.50,2940.00,5372.50,2026-08-05
VEN-00174,2026-03-27,2026,3,Marzo,C008,Wide World Importers,Enterprise,distribution,P007,DP-600 Exam Prep,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V005,Sofia Ramirez,Enterprise Sales,Cancelado,Orden de compra,2,420.00,95.00,0.00,840.00,0.00,840.00,190.00,650.00,2026-08-05
VEN-00175,2026-06-04,2026,6,Junio,C003,Fabrikam Digital,Corporate,technology,P006,Data Engineering Workshop,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V005,Sofia Ramirez,Partner,Completado,Transferencia,10,680.00,180.00,0.00,6800.00,0.00,6800.00,1800.00,5000.00,2026-08-05
VEN-00176,2026-05-21,2026,5,Mayo,C010,Blue Yonder Airlines,Enterprise,travel,P004,Azure Data Lake Storage,Storage,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Completado,Tarjeta,9,95.00,42.00,0.08,855.00,68.40,786.60,378.00,408.60,2026-08-05
VEN-00177,2026-01-16,2026,1,Enero,C007,Tailspin Toys,SMB,retail,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Partner,Completado,Orden de compra,11,820.00,510.00,0.03,9020.00,270.60,8749.40,5610.00,3139.40,2026-08-05
VEN-00178,2026-01-24,2026,1,Enero,C009,Graphic Design Institute,Corporate,education,P006,Data Engineering Workshop,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Partner,Cancelado,Transferencia,4,680.00,180.00,0.08,2720.00,217.60,2502.40,720.00,1782.40,2026-08-05
VEN-00179,2026-04-23,2026,4,Abril,C002,Contoso Market,Enterprise,retail,P006,Data Engineering Workshop,Training,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V005,Sofia Ramirez,Online,Completado,Orden de compra,11,680.00,180.00,0.03,7480.00,224.40,7255.60,1980.00,5275.60,2026-08-05
VEN-00180,2026-06-18,2026,6,Junio,C009,Graphic Design Institute,Corporate,education,P008,Governance Advisory,Consulting,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V003,Lucia Perez,Partner,Completado,Orden de compra,3,1250.00,420.00,0.03,3750.00,112.50,3637.50,1260.00,2377.50,2026-08-05
VEN-00181,2026-01-19,2026,1,Enero,C007,Tailspin Toys,SMB,retail,P006,Data Engineering Workshop,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V003,Lucia Perez,Marketplace,Pendiente,Transferencia,6,680.00,180.00,0.15,4080.00,612.00,3468.00,1080.00,2388.00,2026-08-05
VEN-00182,2026-04-19,2026,4,Abril,C006,Proseware Labs,SMB,technology,P003,Power BI Premium User,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Marketplace,Completado,Transferencia,11,22.80,7.20,0.08,250.80,20.06,230.74,79.20,151.54,2026-08-05
VEN-00183,2026-02-10,2026,2,Febrero,C008,Wide World Importers,Enterprise,distribution,P007,DP-600 Exam Prep,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Partner,Completado,Tarjeta,12,420.00,95.00,0.15,5040.00,756.00,4284.00,1140.00,3144.00,2026-08-05
VEN-00184,2026-04-22,2026,4,Abril,C003,Fabrikam Digital,Corporate,technology,P004,Azure Data Lake Storage,Storage,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Enterprise Sales,Completado,Orden de compra,2,95.00,42.00,0.15,190.00,28.50,161.50,84.00,77.50,2026-08-05
VEN-00185,2026-02-27,2026,2,Febrero,C006,Proseware Labs,SMB,technology,P007,DP-600 Exam Prep,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Online,Completado,Orden de compra,3,420.00,95.00,0.05,1260.00,63.00,1197.00,285.00,912.00,2026-08-05
VEN-00186,2026-06-26,2026,6,Junio,C007,Tailspin Toys,SMB,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Enterprise Sales,Cancelado,Tarjeta,7,13.70,4.10,0.08,95.90,7.67,88.23,28.70,59.53,2026-08-05
VEN-00187,2026-01-29,2026,1,Enero,C004,Adventure Works,Corporate,manufacturing,P006,Data Engineering Workshop,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V005,Sofia Ramirez,Online,Completado,Tarjeta,1,680.00,180.00,0.00,680.00,0.00,680.00,180.00,500.00,2026-08-05
VEN-00188,2026-03-01,2026,3,Marzo,C006,Proseware Labs,SMB,technology,P008,Governance Advisory,Consulting,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Marketplace,Completado,Transferencia,5,1250.00,420.00,0.03,6250.00,187.50,6062.50,2100.00,3962.50,2026-08-05
VEN-00189,2026-02-19,2026,2,Febrero,C005,Litware Stores,SMB,retail,P008,Governance Advisory,Consulting,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V002,Carlos Molina,Enterprise Sales,Pendiente,Orden de compra,10,1250.00,420.00,0.05,12500.00,625.00,11875.00,4200.00,7675.00,2026-08-05
VEN-00190,2026-05-08,2026,5,Mayo,C008,Wide World Importers,Enterprise,distribution,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Online,Pendiente,Orden de compra,1,820.00,510.00,0.03,820.00,24.60,795.40,510.00,285.40,2026-08-05
VEN-00191,2026-02-13,2026,2,Febrero,C008,Wide World Importers,Enterprise,distribution,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V005,Sofia Ramirez,Online,Completado,Transferencia,5,820.00,510.00,0.00,4100.00,0.00,4100.00,2550.00,1550.00,2026-08-05
VEN-00192,2026-03-06,2026,3,Marzo,C002,Contoso Market,Enterprise,retail,P008,Governance Advisory,Consulting,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V003,Lucia Perez,Marketplace,Completado,Transferencia,8,1250.00,420.00,0.00,10000.00,0.00,10000.00,3360.00,6640.00,2026-08-05
VEN-00193,2026-04-21,2026,4,Abril,C010,Blue Yonder Airlines,Enterprise,travel,P008,Governance Advisory,Consulting,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Marketplace,Completado,Orden de compra,11,1250.00,420.00,0.08,13750.00,1100.00,12650.00,4620.00,8030.00,2026-08-05
VEN-00194,2026-03-22,2026,3,Marzo,C007,Tailspin Toys,SMB,retail,P007,DP-600 Exam Prep,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Marketplace,Completado,Transferencia,6,420.00,95.00,0.00,2520.00,0.00,2520.00,570.00,1950.00,2026-08-05
VEN-00195,2026-06-11,2026,6,Junio,C003,Fabrikam Digital,Corporate,technology,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V005,Sofia Ramirez,Partner,Completado,Tarjeta,4,310.00,155.00,0.10,1240.00,124.00,1116.00,620.00,496.00,2026-08-05
VEN-00196,2026-06-05,2026,6,Junio,C009,Graphic Design Institute,Corporate,education,P003,Power BI Premium User,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V001,Ana Torres,Partner,Cancelado,Tarjeta,10,22.80,7.20,0.15,228.00,34.20,193.80,72.00,121.80,2026-08-05
VEN-00197,2026-02-28,2026,2,Febrero,C009,Graphic Design Institute,Corporate,education,P003,Power BI Premium User,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Partner,Cancelado,Orden de compra,3,22.80,7.20,0.10,68.40,6.84,61.56,21.60,39.96,2026-08-05
VEN-00198,2026-01-23,2026,1,Enero,C003,Fabrikam Digital,Corporate,technology,P004,Azure Data Lake Storage,Storage,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V005,Sofia Ramirez,Online,Pendiente,Orden de compra,4,95.00,42.00,0.00,380.00,0.00,380.00,168.00,212.00,2026-08-05
VEN-00199,2026-02-12,2026,2,Febrero,C010,Blue Yonder Airlines,Enterprise,travel,P007,DP-600 Exam Prep,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Cancelado,Orden de compra,4,420.00,95.00,0.00,1680.00,0.00,1680.00,380.00,1300.00,2026-08-05
VEN-00200,2026-03-23,2026,3,Marzo,C008,Wide World Importers,Enterprise,distribution,P008,Governance Advisory,Consulting,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Partner,Pendiente,Tarjeta,8,1250.00,420.00,0.00,10000.00,0.00,10000.00,3360.00,6640.00,2026-08-05
VEN-00201,2026-02-28,2026,2,Febrero,C004,Adventure Works,Corporate,manufacturing,P008,Governance Advisory,Consulting,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Completado,Transferencia,8,1250.00,420.00,0.05,10000.00,500.00,9500.00,3360.00,6140.00,2026-08-05
VEN-00202,2026-04-22,2026,4,Abril,C005,Litware Stores,SMB,retail,P004,Azure Data Lake Storage,Storage,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Marketplace,Pendiente,Orden de compra,6,95.00,42.00,0.03,570.00,17.10,552.90,252.00,300.90,2026-08-05
VEN-00203,2026-05-05,2026,5,Mayo,C004,Adventure Works,Corporate,manufacturing,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V004,Miguel Santos,Partner,Pendiente,Transferencia,7,310.00,155.00,0.10,2170.00,217.00,1953.00,1085.00,868.00,2026-08-05
VEN-00204,2026-03-27,2026,3,Marzo,C008,Wide World Importers,Enterprise,distribution,P003,Power BI Premium User,Business Intelligence,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Enterprise Sales,Pendiente,Orden de compra,5,22.80,7.20,0.10,114.00,11.40,102.60,36.00,66.60,2026-08-05
VEN-00205,2026-05-28,2026,5,Mayo,C009,Graphic Design Institute,Corporate,education,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V001,Ana Torres,Marketplace,Cancelado,Tarjeta,10,310.00,155.00,0.00,3100.00,0.00,3100.00,1550.00,1550.00,2026-08-05
VEN-00206,2026-05-15,2026,5,Mayo,C004,Adventure Works,Corporate,manufacturing,P004,Azure Data Lake Storage,Storage,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Partner,Completado,Transferencia,12,95.00,42.00,0.15,1140.00,171.00,969.00,504.00,465.00,2026-08-05
VEN-00207,2026-06-08,2026,6,Junio,C010,Blue Yonder Airlines,Enterprise,travel,P002,Power BI Pro,Business Intelligence,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V003,Lucia Perez,Online,Pendiente,Transferencia,9,13.70,4.10,0.00,123.30,0.00,123.30,36.90,86.40,2026-08-05
VEN-00208,2026-05-25,2026,5,Mayo,C004,Adventure Works,Corporate,manufacturing,P003,Power BI Premium User,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Marketplace,Cancelado,Orden de compra,5,22.80,7.20,0.10,114.00,11.40,102.60,36.00,66.60,2026-08-05
VEN-00209,2026-03-14,2026,3,Marzo,C005,Litware Stores,SMB,retail,P003,Power BI Premium User,Business Intelligence,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Partner,Pendiente,Transferencia,3,22.80,7.20,0.03,68.40,2.05,66.35,21.60,44.75,2026-08-05
VEN-00210,2026-04-22,2026,4,Abril,C010,Blue Yonder Airlines,Enterprise,travel,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Online,Completado,Tarjeta,9,310.00,155.00,0.00,2790.00,0.00,2790.00,1395.00,1395.00,2026-08-05
VEN-00211,2026-01-12,2026,1,Enero,C003,Fabrikam Digital,Corporate,technology,P006,Data Engineering Workshop,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Enterprise Sales,Cancelado,Transferencia,11,680.00,180.00,0.00,7480.00,0.00,7480.00,1980.00,5500.00,2026-08-05
VEN-00212,2026-06-05,2026,6,Junio,C003,Fabrikam Digital,Corporate,technology,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V002,Carlos Molina,Marketplace,Cancelado,Orden de compra,11,820.00,510.00,0.03,9020.00,270.60,8749.40,5610.00,3139.40,2026-08-05
VEN-00213,2026-03-30,2026,3,Marzo,C009,Graphic Design Institute,Corporate,education,P007,DP-600 Exam Prep,Training,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Enterprise Sales,Completado,Tarjeta,3,420.00,95.00,0.08,1260.00,100.80,1159.20,285.00,874.20,2026-08-05
VEN-00214,2026-04-08,2026,4,Abril,C007,Tailspin Toys,SMB,retail,P004,Azure Data Lake Storage,Storage,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Partner,Completado,Orden de compra,1,95.00,42.00,0.08,95.00,7.60,87.40,42.00,45.40,2026-08-05
VEN-00215,2026-03-14,2026,3,Marzo,C005,Litware Stores,SMB,retail,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V001,Ana Torres,Marketplace,Completado,Orden de compra,3,310.00,155.00,0.03,930.00,27.90,902.10,465.00,437.10,2026-08-05
VEN-00216,2026-05-11,2026,5,Mayo,C001,Northwind Retail,Enterprise,retail,P007,DP-600 Exam Prep,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Marketplace,Cancelado,Transferencia,8,420.00,95.00,0.05,3360.00,168.00,3192.00,760.00,2432.00,2026-08-05
VEN-00217,2026-02-13,2026,2,Febrero,C006,Proseware Labs,SMB,technology,P002,Power BI Pro,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Online,Completado,Orden de compra,7,13.70,4.10,0.10,95.90,9.59,86.31,28.70,57.61,2026-08-05
VEN-00218,2026-05-17,2026,5,Mayo,C001,Northwind Retail,Enterprise,retail,P007,DP-600 Exam Prep,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Marketplace,Cancelado,Orden de compra,12,420.00,95.00,0.08,5040.00,403.20,4636.80,1140.00,3496.80,2026-08-05
VEN-00219,2026-03-13,2026,3,Marzo,C002,Contoso Market,Enterprise,retail,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V002,Carlos Molina,Partner,Completado,Tarjeta,8,820.00,510.00,0.05,6560.00,328.00,6232.00,4080.00,2152.00,2026-08-05
VEN-00220,2026-02-01,2026,2,Febrero,C006,Proseware Labs,SMB,technology,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V005,Sofia Ramirez,Marketplace,Completado,Transferencia,8,310.00,155.00,0.00,2480.00,0.00,2480.00,1240.00,1240.00,2026-08-05
VEN-00221,2026-01-23,2026,1,Enero,C010,Blue Yonder Airlines,Enterprise,travel,P007,DP-600 Exam Prep,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V004,Miguel Santos,Marketplace,Completado,Orden de compra,8,420.00,95.00,0.10,3360.00,336.00,3024.00,760.00,2264.00,2026-08-05
VEN-00222,2026-06-25,2026,6,Junio,C004,Adventure Works,Corporate,manufacturing,P007,DP-600 Exam Prep,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Partner,Pendiente,Orden de compra,10,420.00,95.00,0.00,4200.00,0.00,4200.00,950.00,3250.00,2026-08-05
VEN-00223,2026-05-25,2026,5,Mayo,C006,Proseware Labs,SMB,technology,P003,Power BI Premium User,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Partner,Pendiente,Orden de compra,1,22.80,7.20,0.08,22.80,1.82,20.98,7.20,13.78,2026-08-05
VEN-00224,2026-05-06,2026,5,Mayo,C006,Proseware Labs,SMB,technology,P006,Data Engineering Workshop,Training,Data Days,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Online,Completado,Transferencia,2,680.00,180.00,0.00,1360.00,0.00,1360.00,360.00,1000.00,2026-08-05
VEN-00225,2026-01-22,2026,1,Enero,C007,Tailspin Toys,SMB,retail,P006,Data Engineering Workshop,Training,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V001,Ana Torres,Online,Completado,Tarjeta,12,680.00,180.00,0.03,8160.00,244.80,7915.20,2160.00,5755.20,2026-08-05
VEN-00226,2026-01-31,2026,1,Enero,C009,Graphic Design Institute,Corporate,education,P002,Power BI Pro,Business Intelligence,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V004,Miguel Santos,Partner,Completado,Transferencia,8,13.70,4.10,0.00,109.60,0.00,109.60,32.80,76.80,2026-08-05
VEN-00227,2026-04-11,2026,4,Abril,C006,Proseware Labs,SMB,technology,P002,Power BI Pro,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Online,Pendiente,Orden de compra,2,13.70,4.10,0.15,27.40,4.11,23.29,8.20,15.09,2026-08-05
VEN-00228,2026-05-10,2026,5,Mayo,C009,Graphic Design Institute,Corporate,education,P003,Power BI Premium User,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Completado,Orden de compra,6,22.80,7.20,0.10,136.80,13.68,123.12,43.20,79.92,2026-08-05
VEN-00229,2026-06-17,2026,6,Junio,C010,Blue Yonder Airlines,Enterprise,travel,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V004,Miguel Santos,Online,Completado,Orden de compra,9,820.00,510.00,0.00,7380.00,0.00,7380.00,4590.00,2790.00,2026-08-05
VEN-00230,2026-02-03,2026,2,Febrero,C003,Fabrikam Digital,Corporate,technology,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V004,Miguel Santos,Enterprise Sales,Pendiente,Transferencia,9,310.00,155.00,0.05,2790.00,139.50,2650.50,1395.00,1255.50,2026-08-05
VEN-00231,2026-02-10,2026,2,Febrero,C003,Fabrikam Digital,Corporate,technology,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V001,Ana Torres,Partner,Completado,Tarjeta,12,310.00,155.00,0.15,3720.00,558.00,3162.00,1860.00,1302.00,2026-08-05
VEN-00232,2026-03-03,2026,3,Marzo,C004,Adventure Works,Corporate,manufacturing,P003,Power BI Premium User,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Enterprise Sales,Completado,Tarjeta,1,22.80,7.20,0.08,22.80,1.82,20.98,7.20,13.78,2026-08-05
VEN-00233,2026-02-23,2026,2,Febrero,C004,Adventure Works,Corporate,manufacturing,P003,Power BI Premium User,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Enterprise Sales,Completado,Transferencia,7,22.80,7.20,0.05,159.60,7.98,151.62,50.40,101.22,2026-08-05
VEN-00234,2026-01-30,2026,1,Enero,C002,Contoso Market,Enterprise,retail,P008,Governance Advisory,Consulting,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V004,Miguel Santos,Marketplace,Pendiente,Orden de compra,11,1250.00,420.00,0.10,13750.00,1375.00,12375.00,4620.00,7755.00,2026-08-05
VEN-00235,2026-01-17,2026,1,Enero,C005,Litware Stores,SMB,retail,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Marketplace,Completado,Tarjeta,3,820.00,510.00,0.03,2460.00,73.80,2386.20,1530.00,856.20,2026-08-05
VEN-00236,2026-04-30,2026,4,Abril,C008,Wide World Importers,Enterprise,distribution,P006,Data Engineering Workshop,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Online,Completado,Orden de compra,10,680.00,180.00,0.08,6800.00,544.00,6256.00,1800.00,4456.00,2026-08-05
VEN-00237,2026-04-17,2026,4,Abril,C005,Litware Stores,SMB,retail,P004,Azure Data Lake Storage,Storage,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V005,Sofia Ramirez,Marketplace,Cancelado,Tarjeta,4,95.00,42.00,0.00,380.00,0.00,380.00,168.00,212.00,2026-08-05
VEN-00238,2026-01-17,2026,1,Enero,C010,Blue Yonder Airlines,Enterprise,travel,P008,Governance Advisory,Consulting,Data Days,R003,Sur,Espana,sur.manager@datadays.local,V005,Sofia Ramirez,Online,Cancelado,Orden de compra,2,1250.00,420.00,0.00,2500.00,0.00,2500.00,840.00,1660.00,2026-08-05
VEN-00239,2026-06-11,2026,6,Junio,C007,Tailspin Toys,SMB,retail,P007,DP-600 Exam Prep,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V005,Sofia Ramirez,Enterprise Sales,Completado,Transferencia,12,420.00,95.00,0.08,5040.00,403.20,4636.80,1140.00,3496.80,2026-08-05
VEN-00240,2026-06-21,2026,6,Junio,C009,Graphic Design Institute,Corporate,education,P008,Governance Advisory,Consulting,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Online,Completado,Tarjeta,1,1250.00,420.00,0.05,1250.00,62.50,1187.50,420.00,767.50,2026-08-05
VEN-00241,2026-01-14,2026,1,Enero,C008,Wide World Importers,Enterprise,distribution,P006,Data Engineering Workshop,Training,Data Days,R004,Latam,Mexico,latam.manager@datadays.local,V003,Lucia Perez,Enterprise Sales,Cancelado,Transferencia,7,680.00,180.00,0.00,4760.00,0.00,4760.00,1260.00,3500.00,2026-08-05
VEN-00242,2026-01-10,2026,1,Enero,C006,Proseware Labs,SMB,technology,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V002,Carlos Molina,Enterprise Sales,Completado,Orden de compra,1,820.00,510.00,0.08,820.00,65.60,754.40,510.00,244.40,2026-08-05
VEN-00243,2026-01-18,2026,1,Enero,C007,Tailspin Toys,SMB,retail,P003,Power BI Premium User,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V003,Lucia Perez,Partner,Pendiente,Tarjeta,7,22.80,7.20,0.05,159.60,7.98,151.62,50.40,101.22,2026-08-05
VEN-00244,2026-01-08,2026,1,Enero,C001,Northwind Retail,Enterprise,retail,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R004,Latam,Mexico,latam.manager@datadays.local,V003,Lucia Perez,Marketplace,Cancelado,Transferencia,1,310.00,155.00,0.03,310.00,9.30,300.70,155.00,145.70,2026-08-05
VEN-00245,2026-03-31,2026,3,Marzo,C008,Wide World Importers,Enterprise,distribution,P003,Power BI Premium User,Business Intelligence,Microsoft,R002,Centro,Espana,centro.manager@datadays.local,V005,Sofia Ramirez,Marketplace,Completado,Transferencia,4,22.80,7.20,0.15,91.20,13.68,77.52,28.80,48.72,2026-08-05
VEN-00246,2026-06-23,2026,6,Junio,C002,Contoso Market,Enterprise,retail,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V002,Carlos Molina,Marketplace,Pendiente,Tarjeta,6,310.00,155.00,0.00,1860.00,0.00,1860.00,930.00,930.00,2026-08-05
VEN-00247,2026-05-23,2026,5,Mayo,C010,Blue Yonder Airlines,Enterprise,travel,P005,SQL Analytics Pack,Data Warehouse,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Marketplace,Completado,Orden de compra,10,310.00,155.00,0.05,3100.00,155.00,2945.00,1550.00,1395.00,2026-08-05
VEN-00248,2026-03-03,2026,3,Marzo,C001,Northwind Retail,Enterprise,retail,P002,Power BI Pro,Business Intelligence,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V001,Ana Torres,Partner,Completado,Orden de compra,2,13.70,4.10,0.05,27.40,1.37,26.03,8.20,17.83,2026-08-05
VEN-00249,2026-05-23,2026,5,Mayo,C004,Adventure Works,Corporate,manufacturing,P006,Data Engineering Workshop,Training,Data Days,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Partner,Completado,Transferencia,1,680.00,180.00,0.10,680.00,68.00,612.00,180.00,432.00,2026-08-05
VEN-00250,2026-04-06,2026,4,Abril,C001,Northwind Retail,Enterprise,retail,P001,Fabric Capacity F64,Cloud Analytics,Microsoft,R003,Sur,Espana,sur.manager@datadays.local,V003,Lucia Perez,Partner,Pendiente,Orden de compra,3,820.00,510.00,0.08,2460.00,196.80,2263.20,1530.00,733.20,2026-08-05
VEN-00251,2026-01-03,2026,1,Enero,C010,Blue Yonder Airlines,Enterprise,travel,P002,Power BI Pro,Business Intelligence,Microsoft,R001,Norte,Espana,norte.manager@datadays.local,V001,Ana Torres,Online,Completado,Orden de compra,9,13.70,4.10,0.05,123.30,6.17,117.13,36.90,80.23,2026-08-05
